4.583046143143843096e+02 3.733093752009527861e+02 2.359385926249443628e+02 -1.225406479462687486e+02 3.963853158431014663e+02 -3.672458246293898583e+02 -1.490400681618378087e+02 6.235462342886061826e+00 1.453100698425140536e+02 -6.063550571563158798e+00 -8.689852446310649725e+01 1.163051856033826965e+02
3.216883839265320830e+02 5.412271205818931463e+01 -6.688641119633334142e+01 -3.099683151388304623e+02 3.774525025614624951e+02 -3.259432563742082039e+02 5.790148968303088850e+01 1.813251301021840334e+02 3.008591135120054219e+02 2.718205443160187542e+02 8.984921513302451146e+00 1.286431850366463721e+02
2.168128313772824640e+02 6.767312351260174808e+01 -2.015873708030728437e+02 -4.231647594715612115e+01 2.873597344559472617e+02 4.759921073190961494e+01 -2.411340786092434314e+02 -1.488767552627441546e+02 4.958274341667699900e+02 -1.152723342445113275e+02 4.427214494123161330e+02 1.911932312099002615e+02
1.405628101105282042e+02 1.140790192708883097e+02 -2.020700177354262905e+01 -7.959621867704990450e+01 4.393149425886601875e+02 -1.665649296203825713e+02 -3.965021998107107493e+02 8.966464491371091583e+01 4.201222473008118072e+02 5.248591034949424028e+01 4.167092015842536057e+02 -1.006842623666106107e+01
4.909725583492606802e+02 3.891954286629139119e+02 -2.298881131824836643e+02 -1.916570551200936166e+02 1.393707775530302797e+02 -1.020953226457199747e+02 9.485207337855905507e+01 1.960332979632623651e+00 3.696566640977089264e+02 -2.871001060171939230e+02 1.350360398039245524e+02 1.896967221404610200e+02
4.918121544878355280e+02 3.935450267255927770e+02 1.185594816370711513e+01 2.947218073618893754e+02 1.983601688763667994e+02 -1.873652880901844355e+02 9.418668971777433896e+00 -6.443829676786177174e+01 3.098276766357975589e+02 -2.061797386354083415e+02 -2.127461713548455435e+01 -2.302835105940275753e+02
4.301570304438674270e+02 3.600515883423074115e+02 1.119534859959138089e+02 -2.070370535576433326e+02 4.381959361146766128e+02 -4.150500692110186378e+02 -1.294166749596169197e+01 1.399343836152157508e+02 1.316470334414559034e+02 5.499848086871131869e+01 -9.901181849995202811e+01 6.710266994242749661e+01
4.496341783891531350e+02 3.244407515508772235e+02 -3.092495323341644848e+02 -3.569061305008274587e+01 1.788344063084020377e+02 7.076517787745835175e-01 1.642968864887600091e+02 -7.062419697765098192e+01 3.715314153024465327e+02 -3.251484033296525240e+02 1.449526458454045894e+02 1.063148100277348362e+02
4.268662391736497739e+02 3.252669909031264979e+02 2.655402732796778196e+02 7.684096590774447577e+01 2.907462133435955707e+02 -2.845544520142829583e+02 -1.985214457127143461e+01 5.628513807757821041e+01 2.823875474827545418e+02 -4.071253888884350403e+01 -2.456881287084064240e+02 -1.331261039853226862e+02
2.109446923704372523e+02 -1.175455677540539767e+01 -3.755407616897851142e+01 2.072418514619253926e+02 4.015681398052600457e+02 3.144224982624233462e+02 -1.980532591446806521e+02 -1.522181659173537014e+02 3.874871678243034694e+02 -3.026679414870180835e+02 2.356073353136593482e+02 -5.502368554457125782e+01
1.675006564576296171e+02 -7.850164169854579654e+01 1.345512174651319128e+02 -6.156242395342118812e+01 3.827006899702417400e+02 2.844191656139969382e+02 2.538279566169331360e+02 -3.371831512411488774e+01 4.497986535721283303e+02 -2.059175239154512838e+02 -3.883791740820652194e+02 9.528073907753648086e+01
2.935963572843900238e+02 -2.677509366330853027e+02 -9.567600421931062726e+01 7.317348672432170531e+01 3.068761090399707996e+02 -6.197250492646356079e+00 -9.687032318948033094e+01 -2.911197019629696570e+02 3.995275336756400861e+02 2.739481871257320904e+02 1.925463274087911714e+02 2.179462152386482501e+02
3.441937983907520220e+02 2.491590672806776752e+02 1.998931559861040057e+02 -1.281868020990910964e+02 4.703789378842872679e+02 -4.214791695143356947e+02 -1.377536839151190122e+02 1.569572471677222154e+02 1.854272637249608522e+02 1.723201022336580763e+02 -6.213947207098495085e+01 -2.877044506863113682e+01
4.567039180917774956e+02 3.592813895753222937e+02 1.773830666632000330e+01 2.813906615042831731e+02 2.635795212330810386e+02 -1.898765914911951427e+02 1.368345571450686577e+02 -1.212326193235916492e+02 2.797165606751415226e+02 -1.694047980841272079e+02 -1.545728638113886291e+02 -1.601580421806914387e+02
3.663547182688515704e+02 -7.307757567718722669e+01 8.867700237655287765e+01 3.478675563781471851e+02 4.998055111010866653e+02 1.104585369926810188e+02 -1.160057685201961846e+02 -4.734417833297918037e+02 1.338397706300617358e+02 -3.738096131549377077e+01 2.732876614364328915e+01 1.255742269516446328e+02
4.015675453297520789e+02 3.616033051939768939e+02 1.109003892245053606e+02 -1.349097728291296789e+02 2.823021005687106708e+02 -1.803152950538349444e+02 -1.854320507761518968e+02 -1.131186319759284942e+02 3.161303541015370797e+02 -1.812880101401419495e+02 7.453166155164655038e+01 2.480284048050581305e+02
4.156543149154650223e+02 -2.239598588369779293e+02 2.914208946714567219e+02 1.941245818706458977e+02 3.544744551467206293e+02 1.480763172736099023e+02 -1.046568735158804913e+02 -3.045857554780437226e+02 2.298712299378145758e+02 7.588354156336795597e+01 -1.867640211555762164e+02 1.104611736073978108e+02
3.433984218840866447e+02 -2.845153107699810562e+02 1.267843282310974757e+02 -1.445657227870135557e+02 2.669317161741439008e+02 1.892841287625194013e+02 8.758720850687676318e+01 -1.665909379415957403e+02 3.896698619417694545e+02 9.523118200746159800e+01 -2.143715367379742247e+02 3.111566607286092676e+02
3.541461497700591394e+02 -2.454814424847413079e+02 -1.820517527215586426e+02 1.789288018279238486e+02 3.665115415173582960e+02 5.363026135249186410e+01 7.897769365159867050e+01 -3.538601828945550096e+02 2.793423087125823940e+02 1.918511811322494225e+02 1.030740590699599437e+02 1.749313810666312179e+02
5.384215803647649068e+01 -4.116949305510515700e+01 -3.506961415187975994e+00 3.452176190814920886e+01 4.865603777441979787e+02 4.114365117665425373e+02 2.382683410902764933e+02 1.033885661475378299e+02 4.595974642193255590e+02 -3.702670187114374016e+02 -2.347613796750885058e+02 -1.379103280556869890e+02
1.372493669976339277e+02 1.299942249303478548e+02 -1.614400179893626941e+00 -4.400322645066491134e+01 4.437096935495274579e+02 -4.596642183348409105e+01 -2.921206944174468845e+02 3.308033858755231336e+02 4.190409394528389839e+02 -8.402780309686373528e+01 2.937350945973403782e+02 -2.868001594248581796e+02
4.951030260098066265e+02 2.640526740355667812e+02 4.163864893535111946e+02 -4.500536837525288547e+01 2.585696660044012418e+01 -1.887191060512025231e+01 -5.821087496742429757e+00 1.668977687819386801e+01 4.790400073897530433e+02 -2.451807634304465182e+02 -4.105654018567684034e+02 2.831559149705913470e+01
4.163083634932798986e+02 8.368921649202934532e+01 2.602224625541067482e+01 -4.069786373474974539e+02 2.328593046100586434e+02 -2.169181170041270263e+02 8.399583139005812882e+00 8.425813469306602599e+01 3.508323318966616853e+02 1.332289005120975105e+02 -3.442182939441643441e+01 3.227205026544314137e+02
3.661792312155261016e+02 3.326037711416704923e+01 -9.830479835218652340e+01 -3.511654073349951659e+02 1.444345216472562754e+02 8.474964658561910369e+01 -7.192936349401394125e+01 -9.222253040570087990e+01 4.893862471372175378e+02 -1.180100236997861458e+02 1.702341618462004647e+02 4.433879377406960316e+02
2.142552564107515707e+02 -1.048937782770525899e+02 -3.231808813786557977e+01 1.840058459873338848e+02 4.686326647407813653e+02 3.549949285584499989e+02 -1.422245460013279512e+02 -2.708640870889728944e+02 3.171120788484680020e+02 -2.501011502813975085e+02 1.745426341391939218e+02 8.685824110163814282e+01
4.051892867974458454e+02 7.425635137815176279e+01 -3.353210389053037375e+02 2.149980308814364776e+02 3.220383245454563621e+02 1.141608640066502147e+02 3.004001814050653252e+02 -2.087368240401439223e+01 2.727723886570974514e+02 -1.884172153848020628e+02 3.492085750023846202e+01 -1.941243484774221315e+02
4.952282952638295797e+02 1.028558526935345441e+02 4.546669954186421592e+02 1.671815219262863081e+02 9.764285970670970016e+01 1.026489073166449373e+01 -9.659798932485396961e+01 -9.878690620045947668e+00 4.071288450294605354e+02 -1.131207434251990378e+02 -3.580690060937882322e+02 -1.573028313062403356e+02
4.721146026021803550e+02 -1.680338196423628006e+02 -1.907470243491133317e+02 -3.978346467423007198e+02 1.862192547721411131e+02 8.693679374761838119e+01 1.497705998137315362e+02 6.847168883714448384e+01 3.416661426256783329e+02 8.109702589474434831e+01 4.097642453538179552e+01 3.293629579051562928e+02
3.339168120017698698e+02 -1.382283497123778488e+02 -3.039442442843392200e+02 3.355151209703560955e+00 3.531801151883912553e+02 4.700022959991321159e+01 2.092778632320872987e+02 2.805885745055426241e+02 3.129030728098392728e+02 9.122812011246476516e+01 9.466638105225209188e+01 -2.839437257152463303e+02
3.526597417198046287e+02 -2.273135180783637566e+02 8.999844485957851248e+01 -2.541608503518472162e+02 2.344493042890885874e+02 1.752397889448355954e+02 1.227757211509167661e+02 -9.583117941504971782e+01 4.128909539911069260e+02 5.207372913352819666e+01 -2.127741660104952928e+02 3.499920297668969624e+02
4.066208366065494033e+02 3.286624950845612148e+02 3.534414071713774774e+01 -2.367958209182925771e+02 2.385764394188263111e+02 -2.158142812479785846e+02 4.994873371208429091e+01 -8.858914976306397193e+01 3.548027239746242572e+02 -1.128482138365826302e+02 -8.529287442922201024e+01 3.253849706813566058e+02
2.735414247101421097e+02 -2.494508319888055610e+02 1.120619622773367183e+02 -6.427290494432542189e+00 4.335883109243395097e+02 3.397001964500092868e+02 -1.837448702240155640e+01 2.688214614362299812e+02 2.928702643655180964e+02 -9.024936446120371158e+01 -9.368747525493516548e+01 -2.623941709417974266e+02
3.273541333069714483e+02 -2.486079383649475574e+02 2.035697220049771659e+02 -6.256348661883541240e+01 3.405077232866453301e+02 1.959446387724272824e+02 4.664119927337636540e+01 2.745465473914010204e+02 3.321381434063831080e+02 5.266329959252026782e+01 -2.502109212783535384e+02 -2.119830607725656080e+02
3.626511110317354678e+02 -1.679199259492952763e+02 3.172188247960423837e+02 -5.187430960265957935e+01 1.744831517497883624e+02 4.134880097469113025e+01 1.233182359905313490e+02 1.163067477607322502e+02 4.628657372184770793e+02 1.265711249746044871e+02 -4.405370607865736474e+02 -6.443243815807271346e+01
3.583329367276070911e+02 -2.081119419616257176e+02 -2.696977651335168389e+02 -1.111531764673404012e+02 2.773940163822480258e+02 1.276910467751843896e+02 1.238799070834534177e+02 -2.128290523380856882e+02 3.642730468901431777e+02 8.042089518644165480e+01 1.458178580500623980e+02 3.239822288054264163e+02
1.452151375748971986e+02 -4.887676853855709713e-01 6.299464953642281984e+01 -1.308391050750092006e+02 3.709423857999183838e+02 2.302642513593860656e+02 2.295641569485994467e+02 -1.785411044362496114e+02 4.838424766251843039e+02 -2.297754836740004976e+02 -2.925588064850223304e+02 3.093802095112588404e+02
4.887226621939552160e+02 4.421737819314822104e+02 -2.179646272248895755e+01 -2.070195674982047080e+02 1.842988216985391148e+02 -1.292289107178334291e+02 5.626397595124831241e+01 1.187447233535431934e+02 3.269785161075056408e+02 -3.129448712136488098e+02 -3.446751322875956447e+01 8.827484414466165674e+01
4.807492188513580231e+02 8.461382805087335157e+01 2.709888616811837778e+02 3.879759636543281545e+02 1.457576282945603623e+02 5.012355634212846667e+01 -3.414272512803469795e+01 -1.325412751806175038e+02 3.734931528540810177e+02 -1.347373843930017472e+02 -2.368461365531491083e+02 -2.554346884737104233e+02
6.891345075950998478e+01 -3.004809328112690991e+01 -2.929398959324933926e+01 -5.466294868979079524e+01 4.598010383134740096e+02 -2.279253547281645069e+02 3.771643443748323534e+02 -1.312024574407511466e+02 4.712855109270158778e+02 2.579734480092914737e+02 -3.478703547815830461e+02 1.858654061305418850e+02
4.534082753583017507e+02 -2.522470643548363967e+02 3.595147474631182831e+02 1.126926308339941016e+02 3.782437184266718191e+02 9.293997860941048827e+01 -3.619793964870036120e+02 -5.832141479955971164e+01 1.683480062150264018e+02 1.593070857454259510e+02 2.464649023885312040e+00 -5.437121603443434736e+01
3.294610020849525540e+02 -2.680105464750240003e+02 1.875004862492387474e+02 3.947741796621320276e+01 2.128069372612324912e+02 -2.779386250386077606e+01 1.416857679861460610e+02 -1.563311770050957819e+02 4.577320606538152674e+02 2.958044089788849078e+02 -3.291862542353847516e+02 1.168537590388826715e+02
